ringmember_age_blocks,freq
61,5127
62,4635
63,3588
64,2708
69,2389
12,2341
66,2333
65,2319
71,2319
11,2310
74,2299
77,2294
73,2275
72,2275
75,2271
68,2247
70,2244
67,2212
76,2103
78,2070
79,2062
87,2046
80,2032
13,2023
82,2004
86,1974
88,1971
83,1939
81,1917
93,1872
89,1859
90,1859
84,1839
85,1814
94,1791
95,1738
91,1727
100,1726
97,1721
14,1711
101,1708
102,1690
103,1682
92,1680
96,1676
105,1658
106,1657
108,1645
99,1642
110,1632
98,1627
107,1618
120,1611
16,1605
117,1576
109,1575
15,1566
115,1531
112,1529
104,1523
113,1519
118,1518
119,1508
111,1508
17,1484
127,1470
122,1461
121,1457
114,1452
126,1408
124,1402
116,1381
123,1358
130,1353
131,1340
135,1334
128,1324
125,1322
138,1306
129,1305
132,1305
142,1281
136,1278
140,1262
134,1256
147,1244
137,1234
18,1230
139,1230
133,1182
146,1179
143,1173
148,1173
144,1163
145,1147
149,1139
152,1092
150,1086
153,1056
141,1055
154,1039
151,1021
156,1020
155,1005
158,984
157,982
161,974
159,970
164,964
160,954
19,946
169,916
170,913
162,902
166,900
20,894
165,880
167,866
163,865
21,861
173,859
176,857
22,850
24,849
174,847
168,837
23,836
175,835
182,825
171,807
25,800
191,794
172,787
180,786
186,784
178,784
187,774
181,763
179,759
177,758
26,754
27,750
183,748
184,743
193,732
38,732
185,726
188,718
28,713
192,706
37,695
60,695
195,693
189,684
39,672
205,657
200,654
194,645
29,634
206,632
198,630
202,626
31,619
199,617
190,616
197,615
236,600
40,599
235,589
203,585
196,584
201,583
209,578
33,569
239,560
219,560
208,559
211,557
218,555
44,549
30,548
204,544
35,543
45,543
227,542
34,542
55,540
214,539
210,533
237,530
217,529
207,529
216,526
43,526
32,524
215,521
228,519
224,517
234,512
36,511
221,510
213,509
331,508
54,506
238,502
223,501
240,500
293,497
222,497
53,496
241,494
212,488
42,487
225,486
220,484
247,479
233,477
49,475
292,473
231,472
232,472
264,470
229,465
226,464
355,464
248,459
261,458
243,457
41,457
48,455
244,454
46,453
230,449
59,447
249,440
246,438
251,438
291,437
47,437
527,432
381,430
255,430
50,429
51,428
253,428
310,428
259,427
57,427
526,426
250,426
263,423
245,422
265,421
257,420
258,420
58,420
305,419
281,416
354,412
294,410
242,409
254,406
279,406
256,406
267,403
295,402
268,401
280,401
379,401
252,401
304,400
288,400
383,399
276,399
340,397
397,397
282,396
525,395
270,394
271,393
269,393
278,393
332,393
302,392
275,392
260,391
396,390
306,390
524,389
52,388
361,387
368,383
286,382
297,381
380,381
266,380
360,380
299,378
324,376
298,376
262,376
284,374
273,374
290,374
287,374
411,373
274,373
272,373
341,373
303,372
356,370
330,369
335,369
56,369
334,368
333,365
342,365
506,365
283,362
321,362
317,360
395,358
465,357
352,357
367,356
523,355
371,354
320,353
466,353
311,352
359,352
296,351
372,351
357,351
316,350
362,349
445,349
373,348
323,348
393,347
309,347
308,347
326,347
319,345
351,345
289,345
301,344
410,344
300,344
468,342
327,342
415,341
370,341
285,341
329,341
318,341
391,340
399,339
277,338
386,338
344,338
462,337
346,337
482,336
315,336
382,336
513,335
444,335
1322,334
325,334
480,334
464,334
366,333
314,333
312,331
375,331
376,328
336,328
322,328
343,327
446,327
307,326
348,325
408,323
328,322
384,322
400,322
390,320
507,320
378,319
392,319
365,319
481,319
443,318
421,316
422,315
369,315
461,314
412,314
353,314
338,314
409,313
387,313
687,313
389,313
504,313
460,313
508,312
313,311
510,310
406,310
364,310
402,310
426,310
358,308
503,307
339,307
514,307
630,307
568,306
417,305
479,305
483,305
665,305
424,303
487,303
452,302
547,301
437,301
404,300
347,300
801,299
413,299
401,299
377,298
407,298
515,298
469,298
450,298
405,297
538,297
505,297
467,297
757,297
427,296
522,296
473,296
442,295
493,295
398,294
363,294
418,293
388,293
534,293
350,292
414,291
345,291
463,290
545,290
818,289
349,288
337,288
385,287
759,287
436,287
447,287
492,286
528,286
530,286
420,285
548,285
451,284
374,284
540,284
643,283
690,282
531,282
1321,282
490,281
449,281
543,281
486,281
476,281
1119,280
509,280
433,280
1397,280
430,279
459,279
423,279
431,279
438,279
586,278
458,278
425,277
419,277
649,277
692,276
499,276
475,276
484,275
756,275
816,275
435,274
394,274
470,273
720,273
561,273
453,273
432,272
491,272
536,272
456,272
455,272
802,271
789,271
498,271
512,271
754,270
691,270
613,270
516,270
556,270
1325,269
441,269
760,268
1396,268
429,268
428,268
721,268
489,267
634,267
718,267
629,267
609,267
439,267
656,267
583,267
544,267
434,266
1324,266
597,266
546,265
615,265
552,264
679,264
1395,264
501,263
688,263
651,263
633,263
595,263
554,262
478,262
1375,262
1377,262
599,262
555,262
457,261
1376,261
758,261
519,261
550,261
565,260
570,260
557,259
549,259
647,259
1370,259
642,258
551,258
803,258
496,258
532,257
1394,257
602,256
403,256
644,256
1323,256
1398,255
539,255
581,255
1373,255
668,255
572,254
1007,254
676,254
1374,254
788,253
497,253
614,253
1297,253
587,253
775,252
746,251
553,251
416,251
856,251
474,251
589,251
518,250
448,249
813,249
1320,249
495,249
563,249
636,248
472,248
520,248
541,248
790,248
592,248
494,248
542,248
1379,248
477,247
488,247
1393,247
650,247
618,247
594,246
777,246
645,245
584,245
735,245
616,245
471,245
511,245
797,245
755,244
562,244
569,244
535,244
660,244
652,244
577,244
805,243
664,243
517,243
567,243
1372,243
596,243
502,242
585,242
654,242
689,242
485,242
593,242
582,242
683,241
1171,241
1399,241
873,241
440,241
598,241
703,240
590,240
744,240
971,239
533,239
628,239
521,239
1371,239
661,238
686,237
734,237
851,237
588,237
580,236
627,236
817,236
638,236
700,236
704,236
707,236
560,236
1402,236
1173,235
796,235
663,235
606,235
1368,235
694,235
751,235
605,235
631,235
677,234
815,234
564,234
529,234
711,234
576,233
571,233
800,233
639,232
640,232
916,232
1340,232
745,232
625,232
612,232
622,232
697,231
795,231
607,231
454,231
833,231
1218,231
574,231
632,231
832,230
1298,230
670,230
500,230
537,230
773,229
621,229
1401,229
559,229
919,229
578,228
776,228
698,228
635,228
674,228
558,228
667,227
591,227
812,227
637,227
601,226
701,226
680,226
917,226
655,226
671,226
826,226
710,225
624,225
843,224
1367,224
1342,224
768,224
620,224
600,224
714,223
608,223
863,222
646,222
715,222
977,222
672,222
1459,222
727,222
865,222
685,221
604,221
838,221
845,221
705,221
566,221
853,220
1008,220
579,220
648,220
575,220
723,219
693,219
623,219
619,218
893,218
573,217
1378,217
859,217
972,217
785,216
675,216
728,216
989,216
726,216
730,216
821,215
766,215
603,215
846,215
641,215
738,215
763,215
1341,214
719,214
626,214
741,214
837,214
1172,214
713,214
657,213
990,213
684,213
1365,213
844,213
722,213
847,213
1339,212
839,212
1392,212
1414,212
954,212
822,212
824,212
725,212
862,211
1009,211
882,211
842,211
732,211
1118,211
682,211
955,211
706,211
1221,211
1122,211
669,210
769,210
1273,210
1400,210
662,210
879,210
854,210
781,210
753,210
611,210
987,209
717,209
835,209
1443,209
779,209
857,209
915,208
874,208
868,208
780,208
1014,208
850,208
716,207
947,207
905,207
875,207
702,207
894,207
699,207
740,207
806,206
864,206
736,206
750,206
1326,206
653,206
1033,206
666,206
1461,205
830,205
880,205
918,205
849,205
765,204
914,204
961,204
747,204
617,204
1442,204
708,204
731,204
610,204
752,203
794,203
743,203
696,203
1268,203
1343,203
1076,202
912,202
855,202
729,202
1219,202
887,202
944,201
1491,201
786,201
1404,201
1028,201
891,201
678,201
1084,200
834,200
799,200
695,200
733,200
883,200
792,199
1296,199
1132,199
823,199
860,199
904,198
767,198
1299,198
778,198
791,198
784,198
886,198
1120,198
762,197
929,197
1369,197
1032,197
890,197
872,196
831,196
1091,195
1403,195
997,195
749,194
1437,194
1418,194
1202,194
1366,194
1026,194
1415,194
896,193
804,193
820,193
1025,193
827,193
953,193
1126,193
810,193
861,192
1222,192
1416,192
898,192
1380,192
1043,191
964,191
774,191
1182,191
709,191
931,191
658,191
948,191
1267,191
712,191
1046,191
1057,190
1454,190
798,190
770,190
913,190
737,190
782,190
681,190
787,190
936,190
1090,190
925,189
967,189
1019,189
1138,189
793,189
881,188
761,188
1082,188
828,188
884,188
1018,188
1042,188
951,187
876,187
986,187
950,187
1329,187
960,187
1304,187
963,187
975,187
659,187
807,186
1327,186
811,186
928,186
836,186
866,186
892,186
906,186
959,185
1052,185
869,185
841,185
1193,185
1460,185
1220,185
1284,185
969,185
1338,185
1191,185
1347,184
1006,184
1289,184
985,184
920,184
1305,184
1251,184
1189,184
1140,184
1049,184
1497,184
878,184
764,184
1208,183
897,183
1207,183
852,183
848,183
1187,183
772,183
771,183
1093,183
1013,183
1391,182
1319,182
1293,182
1490,182
885,182
1065,182
1030,182
970,182
724,182
1381,182
996,182
945,182
858,182
1315,182
984,182
814,182
1444,182
783,182
1260,181
1101,181
1280,181
1044,181
888,181
923,180
911,180
1481,180
819,180
1040,180
1300,180
1428,180
976,180
908,180
1036,180
739,180
934,179
1037,179
901,179
1094,179
1436,179
877,179
1024,179
1100,178
889,178
1011,178
1135,178
902,178
1285,178
1286,178
1134,178
1282,178
867,178
907,178
952,178
673,178
1196,177
1012,177
1020,177
808,177
926,177
10,177
1495,177
1310,177
1051,177
946,176
978,176
742,176
1128,176
1223,176
1045,176
909,176
903,176
1111,176
1354,176
957,176
1174,176
1039,176
942,176
1017,176
932,176
930,175
870,175
1021,175
1308,175
1195,175
1382,175
1417,175
840,175
910,175
962,175
974,174
921,174
933,174
1489,174
1078,174
938,174
1192,174
1430,173
1099,173
1131,173
1432,173
1023,173
1431,172
1110,172
973,172
1149,172
1408,172
1334,171
1388,171
958,171
1060,171
1336,171
1276,171
829,171
1089,171
1455,171
1161,171
1306,170
1224,170
980,170
1077,170
895,170
1047,170
1169,170
1226,170
1127,170
1055,169
1262,169
1000,169
1104,169
1241,169
966,169
924,169
1016,169
1074,169
1362,169
871,169
1199,169
1079,169
1250,168
1075,168
1102,168
982,168
988,168
1348,168
1058,168
748,168
1409,167
940,167
1170,167
1061,167
1115,167
1136,167
1066,167
1429,167
1352,167
1413,167
1145,167
1242,167
1062,167
1004,167
1307,166
1458,166
1243,166
1216,166
899,166
1258,166
1314,166
1080,166
992,166
1056,166
965,165
1068,165
1034,165
979,165
825,164
1048,164
1480,164
1165,164
1095,164
1498,164
1389,164
1256,164
1154,163
991,163
1492,163
1266,163
939,163
1029,163
1447,163
1151,163
1144,163
949,163
1072,163
1333,163
1185,163
809,162
1215,162
1176,162
1085,162
1419,162
1197,162
1486,162
1412,162
1010,162
1050,161
1177,161
1291,161
1096,161
1427,161
1234,161
995,161
1438,161
983,160
1087,160
1316,160
1003,160
1116,160
1328,160
1292,160
1364,160
1445,159
1410,159
1384,159
1330,159
1407,159
1383,159
1005,159
1463,159
1146,158
1425,158
1433,158
1164,158
998,158
1213,158
1001,158
1209,158
1124,158
1335,158
1278,158
981,158
1259,158
1083,158
1092,158
1287,157
1493,157
1114,157
1496,157
1015,157
994,157
1249,157
1097,157
1252,157
1069,156
1434,156
1179,156
941,156
1248,156
1350,156
1309,156
1204,156
1002,156
1441,156
1312,156
968,156
1139,156
1446,155
1479,155
1275,155
1073,155
1229,155
1255,155
927,155
1302,155
993,155
1344,155
1264,155
1405,155
1290,154
1186,154
1247,154
1181,154
922,154
1184,154
1105,154
1390,154
1231,154
943,154
1337,153
1232,153
1141,153
1435,153
1125,153
1198,153
1148,153
1462,153
1107,153
1228,153
1313,153
1217,153
1253,153
1386,153
1421,153
1283,152
1166,152
1361,152
1130,152
999,152
1411,152
1235,152
1227,152
1129,152
1439,152
1112,152
1240,152
1123,152
1245,152
1271,151
1277,151
1143,151
1257,151
1426,151
1317,151
1270,151
1038,151
1424,151
1331,151
1035,151
1356,151
1212,151
1063,151
1113,151
1238,151
1190,150
1363,150
1420,150
1477,150
1027,150
1183,150
1360,150
1246,150
1064,150
1022,150
1086,149
1155,149
1211,149
1098,149
1254,149
1303,149
1464,149
900,149
1188,149
1201,149
1265,149
1263,149
1210,148
1385,148
1225,148
1160,148
1230,148
1351,148
1121,148
1103,148
1194,148
1159,148
1269,148
1456,148
1180,148
1163,148
1106,148
1162,147
1406,147
956,147
1067,147
1081,147
1294,147
935,147
1088,147
1070,147
1332,147
1281,146
1457,146
1205,146
1059,146
937,145
1288,145
1053,145
1041,145
1449,145
1311,145
1108,144
1272,144
1236,144
1295,144
1137,143
1349,143
1150,143
1274,143
1472,143
1279,143
1261,142
1158,142
1152,142
1422,141
1200,141
1133,141
1156,141
1153,141
1440,141
1355,141
1244,140
1318,140
1168,140
1239,139
1357,139
1353,139
1175,138
1450,138
1359,138
1469,138
1117,138
1423,138
1233,137
1071,137
1473,137
1465,137
1345,136
1203,136
1476,136
1487,136
1237,136
1474,135
1346,135
1147,135
1451,135
1157,134
1178,134
1468,134
1466,133
1475,132
1206,132
1142,131
1452,131
1471,131
1214,131
1484,130
1301,130
1387,130
1478,129
1167,129
1467,129
1031,129
1488,127
1109,127
1483,127
1054,127
1485,126
1494,126
1453,125
