ringmember_age_blocks,freq
1,1
2,7348
3,23486
4,14538
5,10355
6,8276
7,6734
8,5966
9,5348
10,33551
11,108836
12,80508
13,62110
14,53805
15,47893
16,42310
17,38121
18,34847
19,32304
20,30675
21,30396
22,29856
23,28232
24,26554
25,24749
26,23695
27,22707
28,21889
29,20825
30,20201
31,19626
32,18685
33,18362
34,17826
35,17108
36,16869
37,16451
38,15801
39,15708
40,15373
41,15150
42,14757
43,14828
44,14737
45,14464
46,14195
47,14151
48,13733
49,13950
50,13293
51,13423
52,13646
53,13118
54,13294
55,13067
56,12806
57,12903
58,12573
59,12515
60,14834
61,23449
62,17757
63,16301
64,16002
65,15356
66,15003
67,14536
68,14229
69,13951
70,13885
71,13563
72,13284
73,12776
74,12599
75,12548
76,12279
77,11968
78,12031
79,11914
80,11743
81,11713
82,11636
83,11490
84,11362
85,11353
86,11406
87,11242
88,11256
89,11059
90,11181
91,11297
92,11066
93,10923
94,10861
95,10877
96,10631
97,10832
98,10888
99,10462
100,10773
101,10484
102,10492
103,10353
104,10303
105,10533
106,10533
107,10250
108,10316
109,10348
110,10269
111,10478
112,10271
113,10155
114,10065
115,10119
116,10148
117,10198
118,10118
119,9874
120,10014
121,9856
122,9853
123,9813
124,9961
125,9834
126,9720
127,9728
128,9719
129,9605
130,9704
131,9628
132,9513
133,9484
134,9402
135,9349
136,9364
137,9486
138,9180
139,9287
140,9288
141,9197
142,9248
143,9014
144,9315
145,9230
146,9105
147,9045
148,9170
149,8921
150,9121
151,8876
152,8899
153,8842
154,8949
155,8793
156,8979
157,9024
158,8636
159,8788
160,8817
161,8692
162,8767
163,8682
164,8795
165,8748
166,8518
167,8655
168,8594
169,8671
170,8681
171,8537
172,8687
173,8631
174,8504
175,8467
176,8444
177,8450
178,8545
179,8498
180,8496
181,8404
182,8519
183,8454
184,8475
185,8426
186,8342
187,8250
188,8523
189,8387
190,8311
191,8357
192,8338
193,8207
194,8296
195,8191
196,8287
197,8335
198,8217
199,8159
200,8333
201,7922
202,8074
203,8256
204,8131
205,8000
206,8014
207,8202
208,8081
209,7858
210,7950
211,7840
212,7920
213,8001
214,7894
215,7958
216,7856
217,7948
218,8019
219,7814
220,7873
221,7774
222,8000
223,7886
224,8021
225,7832
226,7774
227,7882
228,7895
229,7679
230,7739
231,7802
232,7996
233,7773
234,7642
235,7754
236,7727
237,7619
238,7738
239,7726
240,7627
241,7795
242,7690
243,7676
244,7767
245,7671
246,7610
247,7564
248,7525
249,7484
250,7464
251,7525
252,7529
253,7709
254,7592
255,7438
256,7674
257,7605
258,7561
259,7402
260,7432
261,7292
262,7343
263,7436
264,7493
265,7529
266,7453
267,7402
268,7329
269,7332
270,7250
271,7450
272,7287
273,7331
274,7267
275,7139
276,7244
277,7277
278,7233
279,7131
280,7033
281,7133
282,7284
283,7168
284,7109
285,7317
286,7273
287,7284
288,7233
289,7211
290,7053
291,7255
292,7061
293,7312
294,7259
295,7251
296,7152
297,7120
298,7114
299,6989
300,7256
301,7023
302,7007
303,7096
304,7171
305,7292
306,7140
307,7231
308,7019
309,7096
310,7056
311,7007
312,6890
313,6954
314,6903
315,6984
316,6841
317,7006
318,7125
319,6940
320,7077
321,6781
322,6929
323,6802
324,6823
325,6809
326,6818
327,6923
328,6773
329,6750
330,6764
331,6947
332,6778
333,6827
334,6757
335,6840
336,6878
337,6798
338,6852
339,6762
340,6538
341,6744
342,6846
343,6835
344,6807
345,6693
346,6759
347,6733
348,6845
349,6715
350,6780
351,6792
352,6716
353,6882
354,6511
355,6657
356,6760
357,6538
358,6709
359,6730
360,6742
361,6819
362,6808
363,6710
364,6620
365,6491
366,6744
367,6669
368,6603
369,6704
370,6556
371,6581
372,6582
373,6439
374,6415
375,6531
376,6535
377,6403
378,6346
379,6406
380,6543
381,6476
382,6380
383,6344
384,6420
385,6606
386,6439
387,6253
388,6414
389,6383
390,6322
391,6469
392,6275
393,6325
394,6231
395,6305
396,6326
397,6394
398,6488
399,6183
400,6404
401,6433
402,6251
403,6141
404,6392
405,6378
406,6264
407,6187
408,6170
409,6383
410,6332
411,6196
412,6163
413,6012
414,6090
415,6177
416,6152
417,6163
418,6053
419,6249
420,6175
421,6138
422,6282
423,6145
424,6171
425,6058
426,6173
427,6029
428,5998
429,6091
430,6061
431,5952
432,5945
433,6061
434,5893
435,6064
436,6012
437,6031
438,6007
439,6069
440,6060
441,5980
442,5796
443,5897
444,5942
445,6129
446,5924
447,5920
448,5950
449,5929
450,5834
451,6081
452,5837
453,5970
454,5942
455,6022
456,6082
457,5883
458,5792
459,5813
460,5840
461,5827
462,5858
463,5896
464,5841
465,5821
466,5730
467,5790
468,5703
469,5686
470,5700
471,5634
472,5803
473,5787
474,5882
475,5775
476,5834
477,5843
478,5964
479,5852
480,5642
481,5682
482,5642
483,5754
484,5657
485,5741
486,5735
487,5642
488,5739
489,5717
490,5803
491,5792
492,5746
493,5578
494,5659
495,5654
496,5627
497,5541
498,5562
499,5682
500,5654
501,5570
502,5658
503,5483
504,5651
505,5685
506,5563
507,5535
508,5496
509,5472
510,5541
511,5433
512,5543
513,5473
514,5584
515,5467
516,5491
517,5555
518,5496
519,5460
520,5455
521,5636
522,5544
523,5439
524,5562
525,5539
526,5555
527,5609
528,5326
529,5397
530,5469
531,5364
532,5373
533,5397
534,5408
535,5378
536,5458
537,5422
538,5363
539,5388
540,5345
541,5432
542,5398
543,5282
544,5305
545,5384
546,5216
547,5388
548,5324
549,5462
550,5398
551,5228
552,5415
553,5233
554,5074
555,5242
556,5223
557,5161
558,5224
559,5179
560,5102
561,5288
562,5272
563,5169
564,5285
565,5321
566,5137
567,5178
568,5145
569,5294
570,5182
571,5126
572,5307
573,5319
574,5234
575,5143
576,5227
577,5123
578,5225
579,5124
580,4973
581,4969
582,5023
583,5039
584,5097
585,5034
586,5032
587,5149
588,5061
589,5075
590,5158
591,4896
592,4927
593,5079
594,5101
595,5030
596,4862
597,5066
598,5062
599,4927
600,4989
601,4932
602,4901
603,4982
604,4894
605,5093
606,4794
607,4867
608,4918
609,4870
610,4860
611,4853
612,4882
613,4814
614,4867
615,4897
616,4871
617,4803
618,4888
619,4809
620,4870
621,4939
622,4837
623,5046
624,4955
625,4977
626,4924
627,4772
628,4840
629,4733
630,4866
631,4912
632,4983
633,4872
634,4809
635,4834
636,4746
637,4673
638,4716
639,4750
640,4704
641,4712
642,4685
643,4765
644,4664
645,4728
646,4747
647,4605
648,4632
649,4675
650,4695
651,4798
652,4727
653,4703
654,4712
655,4673
656,4738
657,4662
658,4652
659,4718
660,4711
661,4627
662,4754
663,4597
664,4611
665,4656
666,4651
667,4560
668,4595
669,4699
670,4685
671,4649
672,4788
673,4775
674,4703
675,4655
676,4720
677,4639
678,4801
679,4759
680,4779
681,4836
682,4659
683,4580
684,4541
685,4631
686,4592
687,4592
688,4813
689,4805
690,4831
691,4880
692,4839
693,4747
694,4717
695,4820
696,4795
697,4720
698,4811
699,4716
700,4549
701,4696
702,4687
703,4747
704,4554
705,4584
706,4709
707,4658
708,4616
709,4535
710,4608
711,4695
712,4596
713,4535
714,4473
715,4593
716,4441
717,4443
718,4387
719,4368
720,4280
721,4618
722,4593
723,4500
724,4516
725,4329
