ringmember_age_blocks,freq
2,23
3,2120
4,2032
5,1795
6,1805
7,1727
8,1769
9,1602
10,1757
11,6759
12,7715
13,7932
14,7325
15,7500
16,6499
17,5987
18,5707
19,5292
20,5248
21,4881
22,4681
23,4470
24,4191
25,4365
26,4128
27,3891
28,4054
29,3836
30,3670
31,3710
32,3667
33,3289
34,3293
35,3168
36,3152
37,3088
38,3360
39,3105
40,2982
41,3001
42,2960
43,2836
44,2850
45,2844
46,2728
47,2745
48,2596
49,2616
50,2734
51,2495
52,2511
53,2578
54,2554
55,2597
56,2534
57,2484
58,2517
59,2447
60,2530
61,4327
62,5582
63,5016
64,4754
65,4827
66,4630
67,4528
68,4178
69,4211
70,4285
71,4226
72,4223
73,4007
74,4032
75,4035
76,3860
77,3788
78,3869
79,3862
80,4018
81,3889
82,3952
83,3814
84,3771
85,3799
86,3569
87,3769
88,3685
89,3629
90,3474
91,3474
92,3422
93,3482
94,3357
95,3338
96,3412
97,3314
98,3367
99,3413
100,3228
101,3268
102,3318
103,3251
104,3283
105,3097
106,3224
107,3138
108,3174
109,3105
110,2968
111,3011
112,2915
113,2961
114,3063
115,3127
116,2938
117,3167
118,3009
119,2926
120,2919
121,2974
122,2900
123,2854
124,2959
125,2930
126,2860
127,2957
128,2751
129,2817
130,2719
131,2782
132,2770
133,2675
134,2735
135,2707
136,2717
137,2677
138,2759
139,2748
140,2596
141,2619
142,2598
143,2590
144,2648
145,2643
146,2780
147,2645
148,2555
149,2592
150,2499
151,2536
152,2592
153,2537
154,2654
155,2506
156,2499
157,2444
158,2483
159,2554
160,2436
161,2565
162,2469
163,2412
164,2489
165,2511
166,2425
167,2330
168,2381
169,2379
170,2397
171,2320
172,2339
173,2243
174,2277
175,2217
176,2252
177,2326
178,2313
179,2248
180,2327
181,2227
182,2165
183,2134
184,2211
185,2208
186,2157
187,2138
188,2203
189,2121
190,2211
191,2180
192,2248
193,2090
194,2044
195,2077
196,2101
197,2025
198,2200
199,2104
200,2159
201,2111
202,2013
203,2070
204,1998
205,2122
206,1950
207,2059
208,1981
209,2013
210,1987
211,2003
212,1831
213,1970
214,2067
215,2041
216,2008
217,1963
218,1988
219,1950
220,2079
221,1911
222,1873
223,1949
224,1917
225,1990
226,1952
